State_Crop_District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
, 2001-02,Rabi       ,116838,280746,2.40
, 2002-03,Rabi       ,117009,322256,2.75
, 2003-04,Rabi       ,117089,353451,3.02
, 2004-05,Rabi       ,118518,322228,2.72
, 2005-06,Rabi       ,114783,341709,2.98
, 2006-07,Rabi       ,114866,340003,2.96
, 2007-08,Rabi       ,118472,384323,3.24
, 2008-09,Rabi       ,119016,394300,3.31
, 2009-10,Rabi       ,116213,363747,3.13
, 2010-11,Rabi       ,113528,380546,3.35
, 2011-12,Rabi       ,118006,396146,3.36
, 2012-13,Rabi       ,117083,391291,3.34
, 2013-14,Rabi       ,118419,407835,3.44
, 2014-15,Rabi       ,120131,275941,2.30
, 2015-16,Rabi       ,120248,382749,3.18
, 2016-17,Rabi       ,119766,425050,3.55
 6.AMETHI, 2010-11,Rabi       ,83104,232109,2.79
, 2011-12,Rabi       ,125328,360193,2.87
, 2012-13,Rabi       ,126450,387190,3.06
, 2013-14,Rabi       ,127180,302688,2.38
, 2014-15,Rabi       ,95382,173595,1.82
, 2015-16,Rabi       ,93992,223231,2.38
, 2016-17,Rabi       ,126984,388698,3.06
 7.AMROHA, 1997-98,Rabi       ,101429,284513,2.81
, 1998-99,Rabi       ,103684,302560,2.92
, 1999-00,Rabi       ,94302,289422,3.07
, 2000-01,Rabi       ,95440,285847,3.00
, 2001-02,Rabi       ,94076,302672,3.22
, 2002-03,Rabi       ,90591,262505,2.90
, 2003-04,Rabi       ,92947,288702,3.11
, 2004-05,Rabi       ,95068,236618,2.49
, 2005-06,Rabi       ,87386,253682,2.90
, 2006-07,Rabi       ,89902,282472,3.14
, 2007-08,Rabi       ,92289,277421,3.01
, 2008-09,Rabi       ,94217,297255,3.16
, 2009-10,Rabi       ,97745,278280,2.85
, 2010-11,Rabi       ,92023,291805,3.17
, 2011-12,Rabi       ,91042,287966,3.16
, 2012-13,Rabi       ,90059,289179,3.21
, 2013-14,Rabi       ,92633,305040,3.29
, 2014-15,Rabi       ,91563,193106,2.11
, 2015-16,Rabi       ,92461,273869,2.96
, 2016-17,Rabi       ,92704,325484,3.51
 8.AURAIYA, 1997-98,Rabi       ,80275,210195,2.62
, 1998-99,Rabi       ,86080,292191,3.39
, 1999-00,Rabi       ,86927,282638,3.25
, 2000-01,Rabi       ,88940,298990,3.36
, 2001-02,Rabi       ,88476,289048,3.27
, 2002-03,Rabi       ,87132,246720,2.83
, 2003-04,Rabi       ,91012,284408,3.12
, 2004-05,Rabi       ,93788,235712,2.51
, 2005-06,Rabi       ,91594,267912,2.92
, 2006-07,Rabi       ,94498,296535,3.14
, 2007-08,Rabi       ,94475,288716,3.06
, 2008-09,Rabi       ,98367,348022,3.54
, 2009-10,Rabi       ,99599,286148,2.87
, 2010-11,Rabi       ,100626,377448,3.75
, 2011-12,Rabi       ,101534,390703,3.85
, 2012-13,Rabi       ,103644,376020,3.63
, 2013-14,Rabi       ,104354,398006,3.81
, 2014-15,Rabi       ,104341,236332,2.26
, 2015-16,Rabi       ,108461,334602,3.08
, 2016-17,Rabi       ,99678,400407,4.02
 9.AZAMGARH, 1997-98,Rabi       ,208030,486525,2.34
, 1998-99,Rabi       ,212687,521201,2.45
, 1999-00,Rabi       ,216884,535740,2.47
, 2000-01,Rabi       ,215453,481708,2.24
, 2001-02,Rabi       ,217147,518173,2.39
, 2002-03,Rabi       ,216928,434435,2.00
, 2003-04,Rabi       ,222018,552640,2.49
, 2004-05,Rabi       ,223364,472982,2.12
, 2005-06,Rabi       ,222018,532399,2.40
, 2006-07,Rabi       ,221335,542049,2.45
, 2007-08,Rabi       ,229059,594179,2.59
, 2008-09,Rabi       ,231715,632582,2.73
, 2009-10,Rabi       ,234688,607136,2.59
, 2010-11,Rabi       ,232647,650714,2.80
, 2011-12,Rabi       ,230874,667688,2.89
, 2012-13,Rabi       ,235690,693636,2.94
, 2013-14,Rabi       ,232130,718442,3.09
, 2014-15,Rabi       ,243897,516574,2.12
, 2015-16,Rabi       ,231153,630354,2.73
, 2016-17,Rabi       ,231994,778114,3.35
 10.BAGESHWAR, 1998-99,Rabi       ,14623,15998,1.09
, 1999-00,Rabi       ,14623,23835,1.63
 11.BAGHPAT, 1997-98,Rabi       ,55006,189669,3.45
, 1998-99,Rabi       ,51002,169326,3.32
, 1999-00,Rabi       ,56320,208610,3.70
, 2000-01,Rabi       ,57307,194757,3.40
, 2001-02,Rabi       ,57709,203180,3.52
, 2002-03,Rabi       ,56166,206061,3.67
, 2003-04,Rabi       ,57683,208723,3.62
, 2004-05,Rabi       ,57480,204817,3.56
, 2005-06,Rabi       ,57683,188623,3.27
, 2006-07,Rabi       ,56458,227356,4.03
, 2007-08,Rabi       ,56669,190691,3.36
, 2008-09,Rabi       ,56176,213244,3.80
, 2009-10,Rabi       ,56057,203543,3.63
, 2010-11,Rabi       ,55863,230100,4.12
, 2011-12,Rabi       ,54923,232874,4.24
, 2012-13,Rabi       ,53718,238830,4.45
, 2013-14,Rabi       ,55347,249172,4.50
, 2014-15,Rabi       ,51752,175439,3.39
, 2015-16,Rabi       ,52596,217747,4.14
, 2016-17,Rabi       ,53849,255083,4.74
 12.BAHRAICH, 1997-98,Rabi       ,121154,262266,2.16
, 1998-99,Rabi       ,119901,256136,2.14
, 2000-01,Rabi       ,119984,274387,2.29
, 2001-02,Rabi       ,156030,387202,2.48
, 2002-03,Rabi       ,158907,391976,2.47
, 2003-04,Rabi       ,153281,417767,2.73
, 2004-05,Rabi       ,154736,380127,2.46
, 2005-06,Rabi       ,154225,370793,2.40
, 2006-07,Rabi       ,153196,405193,2.64
, 2007-08,Rabi       ,151961,417589,2.75
, 2008-09,Rabi       ,155561,440377,2.83
, 2009-10,Rabi       ,157487,409455,2.60
, 2010-11,Rabi       ,159722,463983,2.90
, 2011-12,Rabi       ,152855,468782,3.07
, 2012-13,Rabi       ,160153,455635,2.84
, 2013-14,Rabi       ,167831,542765,3.23
, 2014-15,Rabi       ,165865,394095,2.38
, 2015-16,Rabi       ,183146,487352,2.66
, 2016-17,Rabi       ,159626,504737,3.16
 13.BALLIA, 1997-98,Rabi       ,130162,323175,2.48
, 1998-99,Rabi       ,125035,284377,2.27
, 1999-00,Rabi       ,129707,345034,2.66
, 2000-01,Rabi       ,132720,315013,2.37
, 2001-02,Rabi       ,133685,321525,2.41
, 2002-03,Rabi       ,135681,276499,2.04
, 2003-04,Rabi       ,136832,321216,2.35
, 2004-05,Rabi       ,143467,261978,1.83
, 2005-06,Rabi       ,144385,304352,2.11
, 2006-07,Rabi       ,143467,354506,2.47
, 2007-08,Rabi       ,136262,354217,2.60
, 2008-09,Rabi       ,148282,401718,2.71
, 2009-10,Rabi       ,140294,355916,2.54
, 2010-11,Rabi       ,138783,407250,2.93
, 2011-12,Rabi       ,139319,452261,3.25
, 2012-13,Rabi       ,135902,459034,3.38
, 2013-14,Rabi       ,137861,395888,2.87
, 2014-15,Rabi       ,141821,321804,2.27
, 2015-16,Rabi       ,139202,376862,2.71
, 2016-17,Rabi       ,137665,542431,3.94
 14.BALRAMPUR, 1997-98,Rabi       ,85055,184472,2.17
, 1998-99,Rabi       ,100432,187755,1.87
, 1999-00,Rabi       ,100460,244050,2.43
, 2000-01,Rabi       ,98504,208509,2.12
, 2001-02,Rabi       ,90872,207745,2.29
, 2002-03,Rabi       ,84992,169665,2.00
, 2003-04,Rabi       ,83464,194665,2.33
, 2004-05,Rabi       ,82189,181587,2.21
, 2005-06,Rabi       ,83290,184571,2.22
, 2006-07,Rabi       ,81219,197845,2.44
, 2007-08,Rabi       ,83172,291253,3.50
, 2008-09,Rabi       ,87915,245283,2.79
, 2009-10,Rabi       ,81758,236199,2.89
, 2010-11,Rabi       ,82877,235286,2.84
, 2011-12,Rabi       ,83270,239980,2.88
, 2012-13,Rabi       ,87826,238448,2.72
, 2013-14,Rabi       ,85817,236801,2.76
, 2014-15,Rabi       ,90246,189697,2.10
, 2015-16,Rabi       ,85833,205055,2.39
, 2016-17,Rabi       ,87648,251287,2.87
 15.BANDA, 1997-98,Rabi       ,142754,182185,1.28
, 1998-99,Rabi       ,146137,232006,1.59
, 1999-00,Rabi       ,144563,224284,1.55
, 2000-01,Rabi       ,132364,182959,1.38
, 2001-02,Rabi       ,134889,247694,1.84
, 2002-03,Rabi       ,137314,203978,1.49
, 2003-04,Rabi       ,137249,247951,1.81
, 2004-05,Rabi       ,135698,210958,1.55
, 2005-06,Rabi       ,130729,183347,1.40
, 2006-07,Rabi       ,127107,186396,1.47
, 2007-08,Rabi       ,110480,147104,1.33
, 2008-09,Rabi       ,143002,258771,1.81
, 2009-10,Rabi       ,141321,236833,1.68
, 2010-11,Rabi       ,145680,264359,1.81
, 2011-12,Rabi       ,151114,315099,2.09
, 2012-13,Rabi       ,153753,343012,2.23
, 2013-14,Rabi       ,164065,311815,1.90
, 2014-15,Rabi       ,151692,137988,0.91
, 2015-16,Rabi       ,22873,27447,1.20
, 2016-17,Rabi       ,197157,462309,2.34
 16.BARABANKI, 1997-98,Rabi       ,127222,295110,2.32
, 1998-99,Rabi       ,134786,337949,2.51
, 1999-00,Rabi       ,136351,364669,2.67
, 2000-01,Rabi       ,132723,373586,2.81
, 2001-02,Rabi       ,132494,389155,2.94
, 2002-03,Rabi       ,137328,379036,2.76
, 2003-04,Rabi       ,160752,486977,3.03
, 2004-05,Rabi       ,163857,431724,2.63
, 2005-06,Rabi       ,162040,470888,2.91
, 2006-07,Rabi       ,165876,490329,2.96
, 2007-08,Rabi       ,165848,482120,2.91
, 2008-09,Rabi       ,153165,470829,3.07
, 2009-10,Rabi       ,159451,490950,3.08
, 2010-11,Rabi       ,167409,544396,3.25
, 2011-12,Rabi       ,161038,565243,3.51
, 2012-13,Rabi       ,162341,603259,3.72
, 2013-14,Rabi       ,166533,590693,3.55
, 2014-15,Rabi       ,165449,392114,2.37
, 2015-16,Rabi       ,167622,498340,2.97
, 2016-17,Rabi       ,166970,606936,3.64
 17.BAREILLY, 1997-98,Rabi       ,182990,450186,2.46
, 1998-99,Rabi       ,193339,501838,2.60
, 1999-00,Rabi       ,187383,520856,2.78
, 2000-01,Rabi       ,190452,512384,2.69
, 2001-02,Rabi       ,183317,499169,2.72
, 2002-03,Rabi       ,180188,476134,2.64
, 2003-04,Rabi       ,200112,552847,2.76
, 2004-05,Rabi       ,208765,512651,2.46
, 2005-06,Rabi       ,178723,453063,2.54
, 2006-07,Rabi       ,196808,560903,2.85
, 2007-08,Rabi       ,194880,550146,2.82
, 2008-09,Rabi       ,191256,571090,2.99
, 2009-10,Rabi       ,217227,607149,2.79
, 2010-11,Rabi       ,204691,596470,2.91
, 2011-12,Rabi       ,199705,649640,3.25
, 2012-13,Rabi       ,200363,615114,3.07
, 2013-14,Rabi       ,200048,630351,3.15
, 2014-15,Rabi       ,212598,395007,1.86
, 2015-16,Rabi       ,209611,614160,2.93
, 2016-17,Rabi       ,214079,782673,3.66
 18.BASTI, 1997-98,Rabi       ,108890,264588,2.43
, 1998-99,Rabi       ,111471,251920,2.26
, 1999-00,Rabi       ,111566,300100,2.69
, 2000-01,Rabi       ,111726,283619,2.54
, 2001-02,Rabi       ,114281,274123,2.40
, 2002-03,Rabi       ,113884,236249,2.07
, 2003-04,Rabi       ,113999,269940,2.37
, 2004-05,Rabi       ,113947,267202,2.34
, 2005-06,Rabi       ,101462,232348,2.29
, 2006-07,Rabi       ,114347,270888,2.37
, 2007-08,Rabi       ,91668,221837,2.42
, 2008-09,Rabi       ,112152,311446,2.78
, 2009-10,Rabi       ,114943,282990,2.46
, 2010-11,Rabi       ,115598,319744,2.77
, 2011-12,Rabi       ,116212,365952,3.15
, 2012-13,Rabi       ,119061,346825,2.91
, 2013-14,Rabi       ,119033,383048,3.22
, 2014-15,Rabi       ,119630,253855,2.12
, 2015-16,Rabi       ,113071,295681,2.62
, 2016-17,Rabi       ,119425,379652,3.18
 19.BIJNOR, 1997-98,Rabi       ,114073,310899,2.73
, 1998-99,Rabi       ,114195,290315,2.54
, 1999-00,Rabi       ,113036,324302,2.87
, 2000-01,Rabi       ,115900,308876,2.67
, 2001-02,Rabi       ,108590,320197,2.95
, 2002-03,Rabi       ,106237,290870,2.74
, 2003-04,Rabi       ,114543,316007,2.76
, 2004-05,Rabi       ,111552,297126,2.66
, 2005-06,Rabi       ,105186,287999,2.74
, 2006-07,Rabi       ,112729,332889,2.95
, 2007-08,Rabi       ,108774,318164,2.93
, 2008-09,Rabi       ,110826,331036,2.99
, 2009-10,Rabi       ,106194,303821,2.86
, 2010-11,Rabi       ,111940,341193,3.05
, 2011-12,Rabi       ,109325,350059,3.20
, 2012-13,Rabi       ,103369,330057,3.19
, 2013-14,Rabi       ,147955,488843,3.30
, 2014-15,Rabi       ,116552,315040,2.70
, 2015-16,Rabi       ,99699,309067,3.10
, 2016-17,Rabi       ,148013,511681,3.46
 20.BUDAUN, 1997-98,Rabi       ,268465,721587,2.69
, 1998-99,Rabi       ,281397,811227,2.88
, 1999-00,Rabi       ,283537,830389,2.93
, 2000-01,Rabi       ,295959,902906,3.05
, 2001-02,Rabi       ,291734,873953,3.00
, 2002-03,Rabi       ,285781,772859,2.70
, 2003-04,Rabi       ,300151,882748,2.94
, 2004-05,Rabi       ,300947,751553,2.50
, 2005-06,Rabi       ,288649,784259,2.72
, 2006-07,Rabi       ,283638,848361,2.99
, 2007-08,Rabi       ,293775,837259,2.85
, 2008-09,Rabi       ,273380,873996,3.20
, 2009-10,Rabi       ,311520,1080351,3.47
, 2010-11,Rabi       ,306477,1040796,3.40
, 2011-12,Rabi       ,293435,1017926,3.47
, 2012-13,Rabi       ,230265,765401,3.32
, 2013-14,Rabi       ,245390,894447,3.65
, 2014-15,Rabi       ,255586,538009,2.11
, 2015-16,Rabi       ,251324,711498,2.83
, 2016-17,Rabi       ,233621,819776,3.51
 21.BULANDSHAHR, 1997-98,Rabi       ,170933,610783,3.57
, 1998-99,Rabi       ,171976,625440,3.64
, 1999-00,Rabi       ,176610,670049,3.79
, 2000-01,Rabi       ,181942,688890,3.79
, 2001-02,Rabi       ,174703,675234,3.87
, 2002-03,Rabi       ,180736,714495,3.95
, 2003-04,Rabi       ,186200,662853,3.56
, 2004-05,Rabi       ,190278,655038,3.44
, 2005-06,Rabi       ,190249,635051,3.34
, 2006-07,Rabi       ,178444,672912,3.77
, 2007-08,Rabi       ,193808,692088,3.57
, 2008-09,Rabi       ,196585,777887,3.96
, 2009-10,Rabi       ,195439,725079,3.71
, 2010-11,Rabi       ,192422,759490,3.95
, 2011-12,Rabi       ,197682,833427,4.22
, 2012-13,Rabi       ,193944,781594,4.03
, 2013-14,Rabi       ,191272,788232,4.12
, 2014-15,Rabi       ,195559,534072,2.73
, 2015-16,Rabi       ,197838,765040,3.87
, 2016-17,Rabi       ,195357,834370,4.27
 22.CHAMOLI, 1997-98,Rabi       ,21847,28971,1.33
, 1998-99,Rabi       ,15090,17411,1.15
, 1999-00,Rabi       ,15311,20485,1.34
 23.CHAMPAWAT, 1998-99,Rabi       ,9086,13275,1.46
, 1999-00,Rabi       ,14456,22060,1.53
 24.CHANDAULI, 1997-98,Rabi       ,88884,173762,1.95
, 1998-99,Rabi       ,90866,193864,2.13
, 1999-00,Rabi       ,89290,197005,2.21
, 2000-01,Rabi       ,90144,180098,2.00
, 2001-02,Rabi       ,85526,171414,2.00
, 2002-03,Rabi       ,93491,135281,1.45
, 2003-04,Rabi       ,94005,190076,2.02
, 2004-05,Rabi       ,92417,123189,1.33
, 2005-06,Rabi       ,94309,163179,1.73
, 2006-07,Rabi       ,90871,205616,2.26
, 2007-08,Rabi       ,93371,210889,2.26
, 2008-09,Rabi       ,102060,237289,2.32
, 2009-10,Rabi       ,97225,201256,2.07
, 2010-11,Rabi       ,95572,242996,2.54
, 2011-12,Rabi       ,92874,236179,2.54
, 2012-13,Rabi       ,101444,303318,2.99
, 2013-14,Rabi       ,102339,268640,2.63
, 2014-15,Rabi       ,95462,140204,1.47
, 2015-16,Rabi       ,97645,187312,1.92
, 2016-17,Rabi       ,98193,282313,2.88
 25.CHITRAKOOT, 1997-98,Rabi       ,48096,78820,1.64
, 1998-99,Rabi       ,50445,95489,1.89
, 1999-00,Rabi       ,50387,98278,1.95
, 2000-01,Rabi       ,51700,80421,1.56
, 2001-02,Rabi       ,53575,111241,2.08
, 2002-03,Rabi       ,56890,125996,2.21
, 2003-04,Rabi       ,56834,128539,2.26
, 2004-05,Rabi       ,52365,86467,1.65
, 2005-06,Rabi       ,56020,85368,1.52
, 2006-07,Rabi       ,52023,65182,1.25
, 2007-08,Rabi       ,43151,51049,1.18
, 2008-09,Rabi       ,49309,84567,1.72
, 2009-10,Rabi       ,51978,97688,1.88
, 2010-11,Rabi       ,48407,86336,1.78
, 2011-12,Rabi       ,48561,121581,2.50
, 2012-13,Rabi       ,54253,130500,2.41
, 2013-14,Rabi       ,52387,102460,1.96
, 2014-15,Rabi       ,54500,60877,1.12
, 2015-16,Rabi       ,59917,71499,1.19
, 2016-17,Rabi       ,49779,154137,3.10
 26.DEHRADUN, 1997-98,Rabi       ,22627,37117,1.64
, 1998-99,Rabi       ,23241,33199,1.43
, 1999-00,Rabi       ,24191,49462,2.04
 27.DEORIA, 1997-98,Rabi       ,130934,301647,2.30
, 1998-99,Rabi       ,137653,326272,2.37
, 1999-00,Rabi       ,134676,359141,2.67
, 2000-01,Rabi       ,139398,387008,2.78
, 2001-02,Rabi       ,142765,374727,2.62
, 2002-03,Rabi       ,141432,307774,2.18
, 2003-04,Rabi       ,147656,378573,2.56
, 2004-05,Rabi       ,147932,350355,2.37
, 2005-06,Rabi       ,151399,330807,2.19
, 2006-07,Rabi       ,126116,316501,2.51
, 2007-08,Rabi       ,146212,402668,2.75
, 2008-09,Rabi       ,152129,413334,2.72
, 2009-10,Rabi       ,147477,374592,2.54
, 2010-11,Rabi       ,148681,440839,2.96
, 2011-12,Rabi       ,148224,456975,3.08
, 2012-13,Rabi       ,155756,483934,3.11
, 2013-14,Rabi       ,156285,472628,3.02
, 2014-15,Rabi       ,155105,291133,1.88
, 2015-16,Rabi       ,156721,398853,2.54
, 2016-17,Rabi       ,152148,508783,3.34
 28.ETAH, 1997-98,Rabi       ,194802,574644,2.95
, 1998-99,Rabi       ,189559,527475,2.78
, 1999-00,Rabi       ,200249,597906,2.99
, 2000-01,Rabi       ,194161,629715,3.24
, 2001-02,Rabi       ,217924,645729,2.96
, 2002-03,Rabi       ,214649,594321,2.77
, 2003-04,Rabi       ,217830,676277,3.10
, 2004-05,Rabi       ,223926,564185,2.52
, 2005-06,Rabi       ,206806,571819,2.77
, 2006-07,Rabi       ,227576,644495,2.83
, 2007-08,Rabi       ,222498,625664,2.81
, 2008-09,Rabi       ,228431,734406,3.22
, 2009-10,Rabi       ,135064,410189,3.04
, 2010-11,Rabi       ,136560,442318,3.24
, 2011-12,Rabi       ,135549,475641,3.51
, 2012-13,Rabi       ,136461,462193,3.39
, 2013-14,Rabi       ,134108,484935,3.62
, 2014-15,Rabi       ,133604,264536,1.98
, 2015-16,Rabi       ,134326,389680,2.90
, 2016-17,Rabi       ,134940,523702,3.88
 29.ETAWAH, 1997-98,Rabi       ,81044,193022,2.38
, 1998-99,Rabi       ,81639,258737,3.17
, 1999-00,Rabi       ,84513,261279,3.09
, 2000-01,Rabi       ,87411,239666,2.74
, 2001-02,Rabi       ,87152,259933,2.98
, 2002-03,Rabi       ,85848,267416,3.11
, 2003-04,Rabi       ,88351,275992,3.12
, 2004-05,Rabi       ,89322,252425,2.83
, 2005-06,Rabi       ,88995,271969,3.06
, 2006-07,Rabi       ,88342,285080,3.23
, 2007-08,Rabi       ,91660,254906,2.78
, 2008-09,Rabi       ,93502,325667,3.48
, 2009-10,Rabi       ,93568,272624,2.91
, 2010-11,Rabi       ,94864,334111,3.52
, 2011-12,Rabi       ,94353,363087,3.85
, 2012-13,Rabi       ,93695,366688,3.91
, 2013-14,Rabi       ,96592,360658,3.73
, 2014-15,Rabi       ,96640,164868,1.71
, 2015-16,Rabi       ,97645,324767,3.33
, 2016-17,Rabi       ,99202,410696,4.14
 30.FAIZABAD, 1997-98,Rabi       ,99193,237786,2.40
, 1998-99,Rabi       ,98090,218734,2.23
, 1999-00,Rabi       ,95938,251946,2.63
, 2000-01,Rabi       ,97812,230591,2.36
, 2001-02,Rabi       ,98729,236163,2.39
, 2002-03,Rabi       ,97663,212781,2.18
, 2003-04,Rabi       ,79203,208895,2.64
, 2004-05,Rabi       ,79102,188020,2.38
, 2005-06,Rabi       ,76155,198841,2.61
, 2006-07,Rabi       ,78887,211812,2.69
, 2007-08,Rabi       ,79242,218549,2.76
, 2008-09,Rabi       ,103796,292601,2.82
, 2009-10,Rabi       ,108013,282454,2.62
, 2010-11,Rabi       ,108951,307133,2.82
, 2011-12,Rabi       ,109023,322926,2.96
, 2012-13,Rabi       ,108071,319782,2.96
, 2013-14,Rabi       ,109098,269145,2.47
, 2014-15,Rabi       ,110261,227138,2.06
, 2015-16,Rabi       ,109189,299178,2.74
, 2016-17,Rabi       ,110742,364230,3.29
 31.FARRUKHABAD, 1997-98,Rabi       ,94534,292795,3.10
, 1998-99,Rabi       ,77647,236235,3.04
, 1999-00,Rabi       ,74750,252911,3.38
, 2000-01,Rabi       ,75611,252984,3.35
, 2001-02,Rabi       ,77062,258113,3.35
, 2002-03,Rabi       ,72818,231451,3.18
, 2003-04,Rabi       ,72123,238044,3.30
, 2004-05,Rabi       ,73316,214029,2.92
, 2005-06,Rabi       ,73872,230729,3.12
, 2006-07,Rabi       ,70779,230669,3.26
, 2007-08,Rabi       ,70024,221827,3.17
, 2008-09,Rabi       ,71375,245276,3.44
, 2009-10,Rabi       ,72185,249945,3.46
, 2010-11,Rabi       ,73371,263012,3.58
, 2011-12,Rabi       ,74481,282655,3.79
, 2012-13,Rabi       ,75378,272429,3.61
, 2013-14,Rabi       ,75776,263950,3.48
, 2014-15,Rabi       ,77049,180327,2.34
, 2015-16,Rabi       ,72690,230500,3.17
, 2016-17,Rabi       ,76769,301011,3.92
 32.FATEHPUR, 1997-98,Rabi       ,140168,333772,2.38
, 1998-99,Rabi       ,144452,338608,2.34
, 1999-00,Rabi       ,145628,371498,2.55
, 2000-01,Rabi       ,147261,341041,2.32
, 2001-02,Rabi       ,150750,379008,2.51
, 2002-03,Rabi       ,148593,364425,2.45
, 2003-04,Rabi       ,151769,398603,2.63
, 2004-05,Rabi       ,151430,362240,2.39
, 2005-06,Rabi       ,150047,323915,2.16
, 2006-07,Rabi       ,147236,363910,2.47
, 2007-08,Rabi       ,151705,390680,2.58
, 2008-09,Rabi       ,156740,454552,2.90
, 2009-10,Rabi       ,161632,442702,2.74
, 2010-11,Rabi       ,163606,535491,3.27
, 2011-12,Rabi       ,169259,554352,3.28
, 2012-13,Rabi       ,170681,560591,3.28
, 2013-14,Rabi       ,174453,595895,3.42
, 2014-15,Rabi       ,174246,341436,1.96
, 2015-16,Rabi       ,185392,460640,2.48
, 2016-17,Rabi       ,175797,614404,3.49
 33.FIROZABAD, 1997-98,Rabi       ,91897,245553,2.67
, 1998-99,Rabi       ,97789,281877,2.88
, 1999-00,Rabi       ,100733,320940,3.19
, 2000-01,Rabi       ,109295,305190,2.79
, 2001-02,Rabi       ,110573,322196,2.91
, 2002-03,Rabi       ,105238,299221,2.84
, 2003-04,Rabi       ,104505,330205,3.16
, 2004-05,Rabi       ,102786,288431,2.81
, 2005-06,Rabi       ,99965,310091,3.10
, 2006-07,Rabi       ,105443,309475,2.93
, 2007-08,Rabi       ,95100,312308,3.28
, 2008-09,Rabi       ,88042,304153,3.45
, 2009-10,Rabi       ,105758,355770,3.36
, 2010-11,Rabi       ,101839,371203,3.64
, 2011-12,Rabi       ,104278,376548,3.61
, 2012-13,Rabi       ,99498,368839,3.71
, 2013-14,Rabi       ,96543,348520,3.61
, 2014-15,Rabi       ,97764,188098,1.92
, 2015-16,Rabi       ,98225,322866,3.29
, 2016-17,Rabi       ,101518,385261,3.80
 34.GAUTAM BUDDHA NAGAR, 1997-98,Rabi       ,69804,238346,3.41
, 1998-99,Rabi       ,69684,210070,3.01
, 1999-00,Rabi       ,74396,243924,3.28
, 2000-01,Rabi       ,77919,265801,3.41
, 2001-02,Rabi       ,71796,268049,3.73
, 2002-03,Rabi       ,70172,234401,3.34
, 2003-04,Rabi       ,64627,206086,3.19
, 2004-05,Rabi       ,63852,203720,3.19
, 2005-06,Rabi       ,66416,196193,2.95
, 2006-07,Rabi       ,62746,180646,2.88
, 2007-08,Rabi       ,64236,203628,3.17
, 2008-09,Rabi       ,55965,194590,3.48
, 2009-10,Rabi       ,51450,184140,3.58
, 2010-11,Rabi       ,56346,210227,3.73
, 2011-12,Rabi       ,54549,204668,3.75
, 2012-13,Rabi       ,45934,178591,3.89
, 2013-14,Rabi       ,46130,192731,4.18
, 2014-15,Rabi       ,40032,85909,2.15
, 2015-16,Rabi       ,44330,151742,3.42
, 2016-17,Rabi       ,44069,179846,4.08
 35.GHAZIABAD, 1997-98,Rabi       ,70500,240759,3.42
, 1998-99,Rabi       ,71003,234413,3.30
, 1999-00,Rabi       ,70148,260168,3.71
, 2000-01,Rabi       ,71538,246947,3.45
, 2001-02,Rabi       ,71185,248855,3.50
, 2002-03,Rabi       ,70297,255201,3.63
, 2003-04,Rabi       ,95923,339200,3.54
, 2004-05,Rabi       ,72749,249626,3.43
, 2005-06,Rabi       ,90516,318888,3.52
, 2006-07,Rabi       ,71835,288346,4.01
, 2007-08,Rabi       ,71031,255072,3.59
, 2008-09,Rabi       ,75503,303975,4.03
, 2009-10,Rabi       ,76071,267846,3.52
, 2010-11,Rabi       ,76344,317667,4.16
, 2011-12,Rabi       ,75491,329594,4.37
